1201|cant run the app from within the Applications folder on my Mac
1202|Question : how to manage VS Code with android studios? (same like VS code with Unity)?
1203|Crash on OS X 10.8.5
1204|HTML Mixed Mode Support
1205|No syntax highlighting in XML
1206|Open file dialog should start in the directory for the current active file
1207|Allow to configure auto save per workspace
1208|Feature request: Sublime like display of folders
1209|tsd mocha does not apply to files past index.js
1210|Support regex in files.exclude => when
1211|Hotkeys binding error
1212|Git status bar actions need tooltips
1213|[css] Update css intellisense and css.plist
1214|Allow to open binary files in the text editor as explicit user gesture
1215|[css] New gradient snippet has incorrect syntax
1216|[css] Fix linear-gradient() snippet syntax
1217|[css] generate_browser.js doesn't included MIT copyright when generating browsersjs
1218|Extensions with console-like behavior
1219|"Mac OS X :: ""Open Folder With"" VS Code"
1220|[css] Browsers without version number don’t show in CSS IntelliSense
1221|whenever debug UI is waiting for response from adapter, support to cancel and abort session
1222|Disappeared refereneces hint with specific sdk version
1223|regex does not work in 0.10.3
1224|Add option to convert tabs to spaces
1225|errors generated by a task with isWatching not cleared after fixing
1226|vscode/releases page missing binaries
1227|Allow to theme UI components of the workbench
1228|Need to be able to have Variable containers not just at the top level
1229|[css] Evaluate the 2 browser rule for CSS auto-complete
1230|New files not getting jsconfig
1231|vscode support react native?
1232|Incorrect visualising markdown table
1233|Can not enter vietnamese characters.
1234|Markdown Header Incorrect Syntax Highlighting
1235|files.trimTrailingWhitespace not working
1236|Support contributing different keybindings based on keyboard layout
1237|"Introduce a ""Reset Zoom"" or ""Actual Size"" action"
1238|Emmet in plain HTML outputs everything in one line
1239|"""Zoom Out"" does not work as expected if window.zoomLevel > 0"
1240|Emmet snippets should also tab stop at the end of the snippet
1241|Git viewlet does not detect folder creation in workspace
1242|[json] Intellisense missing for jsconfig.json
1243|Cannot close without saving
1244|window.showErrorMessage: returned item is undefined if close is selected
1245|Breakpoints not vertically centered wity line number
1246|Jump to matching bracket shorcut not working
1247|html file interfers with js file
1248|No code complete for jsconfig.json files
1249|Strange line in editor for tsconfig.json file
1250|Long text wraps in debug console cuts CJK strings
1251|Cannot set to open the current html file in default browser on gnu/linux.
1252|I am not seeing extension error/warnings indication in status bar
1253|'There is a task running' warning after developping a extension
1254|Keybinding picker should not dismiss on enter
1255|"Linux: numpad_decimal is ""unknown"""
1256|repl doesn't show all text
1257|"Windows 7: Seeing 2 times ""Define Keybinding"" even for readonly side"
1258|ctrl + shift + L should select the previous line
1259|ctrl + I does not fully select wrapped lines
1260|breakpoint not hit
1261|No hover in project.json files
1262|breakpoints show as valid tho source map is broken
1263|[json] Bower.json has a authors attibribue but default code complete proposes author
1264|Generator functions are incorrectly coloured in JavaScript
1265|Yield keyword is not coloured in JavaScript
1266|[themes] Dark theme uses much more colors than light theme for both JS and TS
1267|[html] HTML colors angle brackets wrongly in dark theme
1268|[json] json.schemas setting has no scheme / code complete
1269|Cursor only works correctly on Basic Multilingual Plane
1270|Binary and octal numbers are not coloured
1271|Keyboard: Widget not showing correct values
1272|[json] should color string values red in light theme
1273|Git Sync: Flashes between enabled/disabled each time I click on the git viewlet
1274|Git sync should rotate when syncing
1275|"Do we still need ""Execute Git Commands""?"
1276|Git sync: Icon looks off compared to others around
1277|Handlebars comments coloring is sometimes off
1278|[less][sass] Duplicate module definitions upon opening LESS or SASS files
1279|[sass] Strings are colored same way as values in dark theme
1280|C# coloring usings could use 2 colors
1281|Suggestion: editor split vertically
1282|Programmatically call debugger ?
1283|[json] intellisense without prefix broken in 'tsconfig.json'
1284|Cannot read property 'getRepositoryRoot' of null
1285|IntelliSense: signature flickers when broadening search
1286|IntelliSense: Sorting is weird in this case
1287|Typescript - do not color colon :
1288|Use space as a seperator between the path matching and regular quick open matching
1289|Quick open highlight is not working when including wildcards
1290|quickopen **/* sometimes does show all results as matches
1291|search.fuzzyFilePicker might not be a good name
1292|QuickOpen: Cannot read property toLowerCase of null
1293|Linux: Order of confirm buttons is wrong in dialogs
1294|Can't debug deactivate / subscription.dispose call
1295|Deactivate or subscription.dispose don't write to the log
1296|Expose route to set formatting options
1297|Do not fall back to render the US keybinding if key code is missing in keyboard layout
1298|Work around Chrome implementing w3c's DOM Level3 Events section B.2.4 on Mac
1299|Extension server : onHover and async return value
1300|Don't suggest snippets in void places
