14401|It was a wrong screenshot, this happens for portable version also, PFB the correct screenshot ![capture](https://cloud.githubusercontent.com/assets/4103618/13881066/cfb341a8-ecf5-11e5-9cfc-34d6c00631c3.PNG)
14402|`x`, `exec`, `d`, `drop` are still not colored.  ![image](https://cloud.githubusercontent.com/assets/22350/13881200/c69c81e8-ed17-11e5-9d51-37b3f727cb33.png)
14403|João,  Thanks for taking care of this one. I learned a bit about how things work under the covers as I had forked the repo and identified the methods that had to change. I wasn't able to come up with a good way to write a failing test for it, though.  Nice to see bugs picked off so quickly.
14404|I closed anything that looked remotely git-related and still got the same error.
14405|Would you care to give it a nice code review?
14406|@elgrego I believe having surround functionality shouldn't be an issue, it could be something like just a new command on a visual selection.  @aioutecism I'll do my best to help! specially since one of my most used commands (ciX) is not implemented yet. I'll check your code asap (currently at work). Good job man :+1:
14407|Verification: quick code review will do.
14408|"@Beatusvir Yeah, like vat + '<div>' should create a div around the current selection. Even better would be to have emmet style commands with the current selection so that vat + div|span c+y, would create a div around this and then a span after."
14409|Code looks sexy
14410|yes, understood, but perhaps I would like to customize each of the tasks.  Having them scaffolded in tasks.json should not change any behavior but it lets me see the connection between the full list of tasks we detect and how tasks.json can be used to augment each task.
14411|Verified by a code review
14412|No worries, thanks for the effort!
14413|This is definitely strange.  Does it also happen if you download an [old stable release](https://az764295.vo.msecnd.net/stable/db71ac615ddf9f33b133ff2536f5d33a77d4774e/VSCodeSetup-stable.exe) and try to update it the same way?
14414|There are no longer docs on how to setup the old alias. Do you still have that somewhere or should I go hunting in vscode-docs history?
14415|"``` vsc () { VSCODE_CWD=""$PWD"" open -n -b ""com.microsoft.VSCode"" --args $* ;} ```  Replace `VSCode` with `VSCodeAlpha` if using that one."
14416|"code () { VSCODE_CWD=""$PWD"" open -n-b ""com.microsoft.VSCode"" --args $\* ;} is the way it used to be on the VSCode setup page, I used vsc because I had another command aliased to code."
14417|I have side-by-side installs of VS Code and VS Code Insiders. I opened VS Code that I already had installed and it needed an update. It was version 0.10.10 and it updated with no problems to 0.10.11 using the built-in process. I did not have to try your installer link that you posted. So what voodoo is going on here?
14418|@bpasero any clues?
14419|I realise that your are hitting these issues with the insiders build.  I wanna figure out whether you hit them as well with the stable. That's why I suggest to install an old stable build and wait for it to update.
14420|How does that relate to VS Code? Sounds like a Windows 7 issue?
14421|This issue was moved to OmniSharp/omnisharp-vscode#108
14422|"I uninstalled version 0.10.11 of the stable VS Code - not Insiders - from my system. I installed your download which is now version 0.10.8.   What do you mean ""wait for it to update.""? Will VS Code automatically update itself without having to press the ""Update Now"" button in the Info update message? If so, how long do I need to wait? Do I just press ""Later"" and then close VS Code?"
14423|@Cleod9 which module system are you using. Commonjs. In the past the tsc compiler was not correct in resolving modules in commonjs and they fixed this. In CommonJs there is no concept of a baseURL as in AMD. But the tsc compiler nevertheless walked up the parent chain. No if in commonjs and you want to reference another module you need to provide a relative path. It is the same as in JS with the require statement.
14424|:+1: for @elgrego's suggestion on supporting pathogen. This kind of falls into the original suggestion from @giggio to support existing `~/.vimrc` files. In doing this, you could delegate the surround functionality to other community built vim plugins like https://github.com/tpope/vim-surround
14425|You can press the button. :+1: Just do what you normally do when you get an update.
14426|@bill-mybiz thanks for all your additional information. I tried to reproduce following your steps but wasn't able to do so. I will continue trying. The process explorer shows that the tsserver consumes quite some CPU so we know at least that there is something wrong with the server in our setup.  I am already on 1.8.9 which got released yesterday. If you have some time, could you give it a try on that version as well.
14427|@raregrass there is a predefined problem matcher for this: $tsc-watch.   problemMatcher: '$tsc-watch'  That should help. Let me know if it works.
14428|The file names are named using what architecture they're built as. For deb that is i386/amd64 and for rpm that is i386/x86_64, ia32 and x64 aren't valid architectures for deb/rpm files. It's best practice to keep these in the file names for clarity0. [I've been toying with the idea that we don't even need to provide the zip](https://github.com/Microsoft/vscode-website/issues/73#issuecomment-195578442) at all since deb and rpm files can just be extracted much like zips, only the package files contain addition files like the launcher which is becoming more and more essential. Reopen if there is still an issue.
14429|@dbaeumer Yes we are using the commonjs setting in `tsconfig`. Note that we also use ES6-style imports for all TS modules.  Do you have a recommendation for what to change our tsconfig to? Webpack is able to build just fine because we're using its `modulesDirectories` config option, but there doesn't seem to be a way to reference extra modules folders besides `node_modules` in the current build for VS Code (although it seems it is planned for future iirc?)
14430|@bpasero That makes sense -- so you would eventually plan on incorporating such features into the core product, but as a stop-gap measure, you want to use extensions, due to resource constraints. I understand, thanks.   I wish I could contribute code, but this isn't my area of expertise, so I'll have to contribute primarily through bug reports and feature requests. :white_check_mark:
14431|Ok - the update had no issues. Stable went from version 0.10.8 to 0.10.11. Absolutely no issues...
14432|Sorry for the late reply! I can't reproduce this with Node version 4.4. Closing the bug.
14433|I used a WAMP server (http://www.wampserver.com/) to test PHP on Windows.  Verified built-in snippets and IntelliSense. Configured and tested linting with php.exe. Installed and tested debugging with XDebug extension.
14434|I also think this is a feature sorely missing in an otherwise great editor.
14435|I think this is due to running over Windows remote desktop.  I was able to get keyboard column selection to work on a Windows 7 machine when I was directly logged in.  I see the issue only when remoting to a VM (so far tried Windows 7 and 8).  I've update the issue title.  If this is only an issue through remote desktop, I think we can lower the priority
14436|My particular case is using Internal Modules only, no imports and no commonjs modules. So unless there's something in my definitely typed ambient module definitions there's nothing related to module resolution. It's also specific to VSCode v0.10.10 because it works with the same version of typescript in the back-version of VSCode, but if your case helps to identify the conditions in which the VSCode Intellisense component stops taking input from the TypeScript language service I'm totally willing run diagnostics on test solutions on my project.
14437|@egamma - TypeScript 1.8.9 is giving the same results as 1.8.2. ![typescript version](https://cloud.githubusercontent.com/assets/5047398/13884975/3c90480c-ed28-11e5-9490-84a567fab506.PNG)
14438|@AdamAndersonFalafelSoftware here is how to get the insiders build https://code.visualstudio.com/blogs/2016/02/01/introducing_insiders_build, but this one doesn't have 1.8.9 yet. To try out 1.8.9 you have to do the same as @LittleBrainz and use the tsdk option to use 1.8.9.  @LittleBrainz in this case I don't see how VS Code could be the culprit. Can you extract the good steps from https://github.com/Microsoft/vscode/issues/3842#issuecomment-197484962 and file an issue against TypeScript.
